Identifiant| Tissular Location | Subcellular Location | Interactans | Family name | Chain Nature 
YRDC_HUMAN | ['Lymph, Placenta, Skin', 'Small intestine', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Mitochondrion', 'Membrane'] | ['EBI-766279'] | YrdC domain-containing protein,  | transit peptide
YS001_HUMAN | [] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YS003_HUMAN | ['Lung'] | [] | ['EBI-766279'] | Uncharacterized protein LOC113230  | chain
YS006_HUMAN | ['Testis'] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YS002_HUMAN | [] | ['Secreted'] | ['EBI-766279'] | Putative uncharacterized protein  | signal peptide
YS025_HUMAN | ['Brain'] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YS027_HUMAN | ['Amygdala'] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YS014_HUMAN | ['Amygdala'] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YS039_HUMAN | ['Adrenal gland'] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YS043_HUMAN | ['Amygdala'] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YS045_HUMAN | ['Thymus'] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YS049_HUMAN | ['Brain'] | ['Nucleus'] | ['EBI-766279'] | Zinc finger protein  | chain
YS060_HUMAN | ['T-cell'] | ['Membrane'] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YT001_HUMAN | ['Fetal liver'] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YT009_HUMAN | ['Cerebellum'] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YT011_HUMAN | ['Brain'] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YT014_HUMAN | ['Thymus'] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YTDC1_HUMAN | ['Skin', 'Brain', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-539478', 'EBI-593303'] | YTH domain-containing protein  | chain
YTDC2_HUMAN | ['Brain', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | [] | ['EBI-6117042', 'EBI-751345'] | Probable ATP-dependent RNA  | chain
YTHD1_HUMAN | ['Ileal mucosa', 'Colon, Lymph, Placenta, Testis', 'Cervix carcinoma', 'Melanoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma'] | [] | ['EBI-6117042', 'EBI-751345'] | YTH domain-containing family  | initiator methionine
YTHD2_HUMAN | ['Renal cell carcinoma', 'Ovary, Testis', 'Placenta', 'Lung carcinoma, Ovarian carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma'] | ['Cytoplasm', 'P-body'] | ['EBI-6117042', 'EBI-751345'] | YTH domain-containing family  | initiator methionine
YTHD3_HUMAN | ['Tongue', 'Skeletal muscle, Spinal cord', 'Testis', 'Lung carcinoma', 'Cervix carcinoma', 'Cervix carcinoma'] | [] | ['EBI-6179727'] | YTH domain-containing family  | initiator methionine
YU004_HUMAN | ['Trachea'] | [] | ['EBI-6179727'] | Uncharacterized protein FLJ46757  | chain
YU005_HUMAN | ['Retinoblastoma'] | [] | ['EBI-6179727'] | Putative uncharacterized protein  | chain
YU007_HUMAN | [] | ['Membrane'] | ['EBI-6179727'] | Putative uncharacterized protein  | chain
YU008_HUMAN | [] | [] | ['EBI-6179727'] | Putative uncharacterized protein  | chain
YV006_HUMAN | ['Cerebellum'] | [] | ['EBI-6179727'] | Putative uncharacterized protein  | chain
YV004_HUMAN | ['Lung'] | [] | ['EBI-6179727'] | Putative uncharacterized protein  | chain
YV007_HUMAN | ['Eye'] | [] | ['EBI-6179727'] | Putative uncharacterized protein  | chain
YV008_HUMAN | ['Testis'] | [] | ['EBI-6179727'] | Putative uncharacterized protein  | chain
YV010_HUMAN | [] | ['Secreted'] | ['EBI-6179727'] | Uncharacterized protein UNQ6126/PRO20091  | signal peptide
YV012_HUMAN | ['Trachea', 'Fetal brain'] | [] | ['EBI-6179727'] | Leucine-rich repeat-containing protein  | chain
YV018_HUMAN | ['Testis'] | [] | ['EBI-6179727'] | Putative uncharacterized protein  | chain
YV020_HUMAN | ['Brain'] | [] | ['EBI-6179727'] | Putative uncharacterized protein  | chain
YV023_HUMAN | [] | [] | ['EBI-6179727'] | Putative uncharacterized protein  | chain
YX002_HUMAN | ['Muscle'] | [] | ['EBI-6179727'] | Putative uncharacterized protein  | chain
YX004_HUMAN | ['Teratocarcinoma'] | [] | ['EBI-6179727'] | Putative uncharacterized protein  | chain
YYAP1_HUMAN | ['Placenta', 'Cervix carcinoma', 'Placenta', 'Brain, Retinoblastoma, Teratocarcinoma, Thymus', 'Colon, Lung, Muscle, Skin, Uterus', 'Cervix carcinoma'] | ['Cytoplasm', 'Nucleus'] | ['EBI-930964'] | YY1-associated protein  | chain
YYY4_HUMAN | ['Fetal liver'] | [] | ['EBI-930964'] | Very putative protein  | chain
Z280A_HUMAN | ['Melanoma'] | ['Nucleus'] | ['EBI-930964'] | Zinc finger protein  | chain
Z280B_HUMAN | ['Uterus'] | ['Nucleus'] | ['EBI-930964'] | Zinc finger protein  | chain
Z280C_HUMAN | ['Colon, Tongue', 'Testis', 'Testis', 'Embryonic kidney', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-930964'] | Zinc finger protein  | chain
Z280D_HUMAN | ['Brain', 'Brain', 'Colon', 'Colon endothelium, Liver, Uterine endothelium', 'Brain, Liver, Skin, Uterus', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-930964'] | Zinc finger protein  | chain
Z286A_HUMAN | ['Brain', 'Thalamus'] | ['Nucleus'] | ['EBI-930964'] | Zinc finger protein  | chain
Z286B_HUMAN | [] | ['Nucleus'] | ['EBI-930964'] | Putative zinc finger  | chain
Z324A_HUMAN | ['Brain'] | ['Nucleus'] | ['EBI-930964'] | Zinc finger protein  | chain
Z324B_HUMAN | ['Brain, Testis', 'Endometrial adenocarcinoma'] | ['Nucleus'] | ['EBI-930964'] | Zinc finger protein  | chain
Z354A_HUMAN | ['Fetal brain', 'Inner ear'] | ['Nucleus'] | ['EBI-930964'] | Zinc finger protein  | chain
Z354B_HUMAN | ['Amygdala, Cerebellum', 'Brain'] | ['Nucleus'] | ['EBI-930964'] | Zinc finger protein  | chain
Z354C_HUMAN | ['Kidney', 'Placenta'] | ['Nucleus'] | ['EBI-930964'] | Zinc finger protein  | chain
Z355P_HUMAN | [] | ['Nucleus'] | ['EBI-930964'] | Putative zinc finger  | chain
Z385A_HUMAN | ['Retina', 'Liver', 'Thyroid, Umbilical cord blood', 'Prostate', 'Uterus'] | ['Cytoplasm', 'Nucleus', 'Nucleolus', 'Cell projection', 'Dendrite'] | ['EBI-930964'] | Zinc finger protein  | chain
Z385B_HUMAN | ['Gastric mucosa, Prostate, Synovial cell', 'Brain, Testis'] | ['Nucleus'] | ['EBI-930964'] | Zinc finger protein  | chain
Z385C_HUMAN | ['Brain'] | ['Nucleus'] | ['EBI-930964'] | Zinc finger protein  | chain
Z385D_HUMAN | ['Kidney epithelium', 'Kidney'] | ['Nucleus'] | ['EBI-930964'] | Zinc finger protein  | chain
Z3H7A_HUMAN | ['Liver', 'Umbilical cord blood', 'Placenta', 'Skeletal muscle, Skin', 'Cervix carcinoma', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-930964'] | Zinc finger CCCH  | chain
Z3H7B_HUMAN | ['Trachea', 'Lung', 'Brain', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-1263962'] | Zinc finger CCCH  | chain
Z512B_HUMAN | ['Brain', 'Testis', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-1263962'] | Zinc finger protein  | chain
Z518A_HUMAN | ['Brain', 'Retina', 'Lung'] | ['Nucleus'] | ['EBI-1263962'] | Zinc finger protein  | chain
Z518B_HUMAN | ['Testis'] | ['Nucleus'] | ['EBI-1263962'] | Zinc finger protein  | chain
Z585A_HUMAN | ['Uterus'] | ['Nucleus'] | ['EBI-1263962'] | Zinc finger protein  | chain
Z585B_HUMAN | ['Ovary', 'Brain', 'Placenta'] | ['Nucleus'] | ['EBI-1263962'] | Zinc finger protein  | chain
Z587B_HUMAN | ['Teratocarcinoma'] | ['Nucleus'] | ['EBI-1263962'] | Zinc finger protein  | chain
Z658B_HUMAN | ['Brain'] | ['Nucleus'] | ['EBI-1263962'] | Zinc finger protein  | chain
Z705A_HUMAN | ['Testis'] | ['Nucleus'] | ['EBI-1263962'] | Zinc finger protein  | chain
Z705B_HUMAN | ['Testis'] | ['Nucleus'] | ['EBI-1263962'] | Putative zinc finger  | chain
Z705D_HUMAN | ['Skin'] | ['Nucleus'] | ['EBI-1263962'] | Zinc finger protein  | chain
Z705E_HUMAN | [] | ['Nucleus'] | ['EBI-1263962'] | Putative zinc finger  | chain
Z705F_HUMAN | [] | ['Nucleus'] | ['EBI-1263962'] | Zinc finger protein  | chain
Z705G_HUMAN | [] | ['Nucleus'] | ['EBI-1263962'] | Putative zinc finger  | chain
Z780A_HUMAN | ['Esophagus, Tongue'] | ['Nucleus'] | ['EBI-1263962'] | Zinc finger protein  | chain
Z780B_HUMAN | [] | ['Nucleus'] | ['EBI-1263962'] | Zinc finger protein  | chain
Z804A_HUMAN | ['Brain'] | [] | ['EBI-1263962'] | Zinc finger protein  | chain
Z804B_HUMAN | ['Brain'] | [] | ['EBI-1263962'] | Zinc finger protein  | chain
Z876P_HUMAN | ['Testis'] | ['Nucleus'] | ['EBI-1263962'] | Putative zinc finger  | chain
ZA2G_HUMAN | ['Mammary gland', 'Leukocyte', 'Colon, Prostate', 'Liver, Prostate', 'Plasma', 'Bile', 'Plasma', 'Plasma', 'Saliva', 'Milk', 'Liver'] | ['Secreted'] | ['EBI-1263962'] |  | signal peptide
ZACN_HUMAN | ['Brain', 'Thymus'] | ['Cell membrane'] | ['EBI-1263962'] | Zinc-activated ligand-gated ion  | signal peptide
ZADH2_HUMAN | ['Testis, Trachea', 'Testis'] | ['Peroxisome'] | ['EBI-1263962'] | Zinc-binding alcohol dehydrogenase  | chain
ZAN_HUMAN | ['Testis', 'Testis'] | ['Cell membrane'] | ['EBI-1263962'] |  | signal peptide
ZAP70_HUMAN | ['Leukocyte', 'Blood, Brain', 'Lymphoid tissue', 'Leukemic T-cell', 'Leukemic T-cell'] | ['Cytoplasm', 'Cell membrane'] | ['EBI-1165705', 'EBI-1211297', 'EBI-1379503', 'EBI-1348', 'EBI-1039152', 'EBI-1211241', 'EBI-8846415'] | Tyrosine-protein kinase ZAP-70  | chain
ZAR1L_HUMAN | [] | [] | ['EBI-1165705', 'EBI-1211297', 'EBI-1379503', 'EBI-1348', 'EBI-1039152', 'EBI-1211241', 'EBI-8846415'] |  | chain
ZAR1_HUMAN | [] | ['Cytoplasm'] | ['EBI-1165705', 'EBI-1211297', 'EBI-1379503', 'EBI-1348', 'EBI-1039152', 'EBI-1211241', 'EBI-8846415'] | Zygote arrest protein  | chain
ZB6CL_HUMAN | ['Colon'] | [] | ['EBI-1165705', 'EBI-1211297', 'EBI-1379503', 'EBI-1348', 'EBI-1039152', 'EBI-1211241', 'EBI-8846415'] | ZBED6 C-terminal-like protein  | chain
ZBBX_HUMAN | ['Lung, Testis'] | [] | ['EBI-1165705', 'EBI-1211297', 'EBI-1379503', 'EBI-1348', 'EBI-1039152', 'EBI-1211241', 'EBI-8846415'] | Zinc finger B-box  | chain
ZBED1_HUMAN | ['Teratocarcinoma', 'Brain', 'Uterus'] | ['Nucleus'] | ['EBI-1165705', 'EBI-1211297', 'EBI-1379503', 'EBI-1348', 'EBI-1039152', 'EBI-1211241', 'EBI-8846415'] | Zinc finger BED  | chain
ZBED2_HUMAN | ['Ovary, Uterus'] | [] | ['EBI-1165705', 'EBI-1211297', 'EBI-1379503', 'EBI-1348', 'EBI-1039152', 'EBI-1211241', 'EBI-8846415'] | Zinc finger BED  | chain
ZBED3_HUMAN | ['Skin', 'Cervix carcinoma'] | ['Cytoplasm', 'Membrane'] | ['EBI-1165705', 'EBI-1211297', 'EBI-1379503', 'EBI-1348', 'EBI-1039152', 'EBI-1211241', 'EBI-8846415'] | Zinc finger BED  | chain
ZBED4_HUMAN | ['Brain'] | ['Nucleus', 'Cytoplasm'] | ['EBI-1165705', 'EBI-1211297', 'EBI-1379503', 'EBI-1348', 'EBI-1039152', 'EBI-1211241', 'EBI-8846415'] | Zinc finger BED  | chain
ZBED5_HUMAN | ['Lung, Uterus', 'Brain'] | [] | ['EBI-1165705', 'EBI-1211297', 'EBI-1379503', 'EBI-1348', 'EBI-1039152', 'EBI-1211241', 'EBI-8846415'] | Zinc finger BED  | chain
ZBED6_HUMAN | [] | ['Nucleus', 'Nucleolus'] | ['EBI-1165705', 'EBI-1211297', 'EBI-1379503', 'EBI-1348', 'EBI-1039152', 'EBI-1211241', 'EBI-8846415'] | Zinc finger BED  | chain
ZBED8_HUMAN | ['Lung', 'Leiomyosarcoma, Lung'] | [] | ['EBI-1165705', 'EBI-1211297', 'EBI-1379503', 'EBI-1348', 'EBI-1039152', 'EBI-1211241', 'EBI-8846415'] |  | chain
ZBP1_HUMAN | ['Spleen', 'T-cell', 'Blood'] | [] | ['EBI-744525', 'EBI-298250'] | Z-DNA-binding protein  | chain
ZBT10_HUMAN | ['Brain', 'Prostate', 'Testis', 'Embryonic kidney', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-744525', 'EBI-298250'] | Zinc finger and  | chain
ZBT11_HUMAN | ['Trachea', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-744525', 'EBI-298250'] | Zinc finger and  | chain
ZBT12_HUMAN | ['Lung', 'Embryonic kidney'] | ['Nucleus'] | ['EBI-744525', 'EBI-298250'] | Zinc finger and  | chain
ZBT14_HUMAN | ['Nasal polyp', 'Cervix carcinoma', 'Hepatoma', 'Fetal kidney, Testis'] | ['Nucleus'] | ['EBI-744525', 'EBI-298250'] | Zinc finger and  | chain
ZBT16_HUMAN | ['Heart ventricle', 'Brain'] | ['Nucleus'] | ['EBI-352162', 'EBI-7109445', 'EBI-3957603', 'EBI-720533', 'EBI-295890', 'EBI-304008', 'EBI-358708', 'EBI-355744'] | Zinc finger and  | chain
ZBT17_HUMAN | ['Testis', 'Brain', 'Placenta', 'Insulinoma', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-396176', 'EBI-743122', 'EBI-447544', 'EBI-308302'] | Zinc finger and  | chain
ZBT18_HUMAN | ['Hippocampus', 'Spleen', 'Placenta', 'Brain', 'Brain', 'Brain', 'Embryonic kidney'] | ['Nucleus'] | ['EBI-396176', 'EBI-743122', 'EBI-447544', 'EBI-308302'] | Zinc finger and  | chain
ZBT20_HUMAN | ['Kidney', 'Endometrium', 'Colon', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-396176', 'EBI-743122', 'EBI-447544', 'EBI-308302'] | Zinc finger and  | chain
ZBT21_HUMAN | ['Fetal kidney, Testis', 'Brain', 'Placenta', 'Cervix carcinoma', 'Embryonic kidney', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-396176', 'EBI-743122', 'EBI-447544', 'EBI-308302'] | Zinc finger and  | chain
ZBT22_HUMAN | ['Brain', 'Lymph'] | ['Nucleus'] | ['EBI-396176', 'EBI-743122', 'EBI-447544', 'EBI-308302'] | Zinc finger and  | chain
ZBT24_HUMAN | ['Brain', 'Brain, Eye'] | ['Nucleus'] | ['EBI-724076'] | Zinc finger and  | chain
ZBT25_HUMAN | ['Trachea', 'Blood'] | ['Nucleus'] | ['EBI-724076'] | Zinc finger and  | chain
ZBT26_HUMAN | ['Brain', 'Brain', 'Testis', 'Uterus'] | ['Nucleus'] | ['EBI-724076'] | Zinc finger and  | chain
ZBT32_HUMAN | ['Testis', 'B-cell', 'Lymph'] | ['Nucleus'] | ['EBI-3957603'] | Zinc finger and  | chain
ZBT34_HUMAN | ['Brain'] | ['Nucleus'] | ['EBI-3957603'] | Zinc finger and  | chain
ZBT37_HUMAN | ['Testis', 'Brain'] | ['Nucleus'] | ['EBI-3957603'] | Zinc finger and  | chain
ZBT38_HUMAN | ['Brain', 'Cervix carcinoma', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-3957603'] | Zinc finger and  | chain
ZBT39_HUMAN | ['Brain', 'Testis', 'Cerebellum', 'Brain'] | ['Nucleus'] | ['EBI-3957603'] | Zinc finger and  | chain
ZBT40_HUMAN | ['Brain', 'Tongue', 'Embryonic kidney', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-3957603'] | Zinc finger and  | chain
ZBT41_HUMAN | ['Brain, Placenta', 'Trachea', 'Brain', 'Fetal kidney', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-3957603'] | Zinc finger and  | chain
ZBT42_HUMAN | ['Brain, Brain cortex'] | ['Cytoplasm', 'Nucleus', 'Nucleoplasm'] | ['EBI-3957603'] | Zinc finger and  | chain
ZBT43_HUMAN | ['Brain', 'Muscle'] | ['Nucleus'] | ['EBI-3957603'] | Zinc finger and  | chain
ZBT44_HUMAN | ['Brain, Liver, Testis', 'Embryonic kidney', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-3957603'] | Zinc finger and  | chain
ZBT45_HUMAN | ['Mammary gland', 'Cervix'] | ['Nucleus'] | ['EBI-3957603'] | Zinc finger and  | chain
ZBT46_HUMAN | ['Prostate'] | ['Nucleus'] | ['EBI-3957603'] | Zinc finger and  | chain
ZBT47_HUMAN | ['Brain', 'Testis', 'Brain', 'Brain'] | ['Nucleus'] | ['EBI-3957603'] | Zinc finger and  | chain
ZBT48_HUMAN | ['Uterus'] | ['Nucleus'] | ['EBI-3957603'] | Zinc finger and  | chain
ZBT49_HUMAN | ['Tongue', 'Lymph, Ovary', 'Brain'] | ['Nucleus'] | ['EBI-3957603'] | Zinc finger and  | chain
ZBT7A_HUMAN | ['Carcinoma', 'Lung', 'Brain, Pancreas', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-3957603'] | Zinc finger and  | chain
ZBT7B_HUMAN | ['Skin fibroblast', 'Uterus', 'Salivary gland', 'Uterus', 'Cervix carcinoma', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-3957603'] | Zinc finger and  | chain
ZBT7C_HUMAN | [] | [] | ['EBI-3957603'] | Zinc finger and  | chain
ZBT8A_HUMAN | ['Brain', 'Embryo', 'Prostate, Skin, Uterus', 'Cervix carcinoma', 'Leukemic T-cell'] | ['Nucleus'] | ['EBI-3957603'] | Zinc finger and  | chain
ZBT8B_HUMAN | ['Brain', 'Testis', 'Brain'] | ['Nucleus'] | ['EBI-3957603'] | Zinc finger and  | chain
ZBTB1_HUMAN | ['Placenta', 'Brain', 'Eye', 'Cervix carcinoma', 'Cervix carcinoma'] | ['Nucleus', 'Nucleoplasm'] | ['EBI-3957603'] | Zinc finger and  | chain
ZBTB2_HUMAN | ['Melanoma', 'Brain', 'Embryonic kidney'] | ['Nucleus'] | ['EBI-3957603'] | Zinc finger and  | chain
ZBTB3_HUMAN | ['Skin', 'Cervix carcinoma', 'Leukemic T-cell'] | ['Nucleus'] | ['EBI-3957603'] | Zinc finger and  | chain
ZBTB4_HUMAN | ['Fetal brain', 'Brain', 'Uterus', 'Brain, Uterus', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-3957603'] | Zinc finger and  | chain
ZBTB5_HUMAN | ['Brain', 'Pancreas', 'Leukemic T-cell'] | ['Nucleus'] | ['EBI-3957603'] | Zinc finger and  | chain
ZBTB6_HUMAN | ['Placenta', 'Testis', 'Testis'] | ['Nucleus'] | ['EBI-3957603'] | Zinc finger and  | chain
ZBTB9_HUMAN | ['Eye', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-3957603'] | Zinc finger and  | chain
ZC11A_HUMAN | ['Brain', 'Fetal kidney, Retina', 'Kidney, Placenta', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | [] | ['EBI-744248'] | Zinc finger CCCH  | chain
ZC12A_HUMAN | ['Artery', 'Kidney'] | ['Cytoplasm', 'Nucleus'] | ['EBI-307461', 'EBI-81279', 'EBI-447733', 'EBI-347161', 'EBI-2510389'] |  | chain
ZC12B_HUMAN | ['Brain', 'Amygdala'] | [] | ['EBI-307461', 'EBI-81279', 'EBI-447733', 'EBI-347161', 'EBI-2510389'] | Probable ribonuclease ZC3H12B  | chain
ZC12C_HUMAN | ['Corpus callosum', 'Brain', 'Cervix carcinoma'] | [] | ['EBI-307461', 'EBI-81279', 'EBI-447733', 'EBI-347161', 'EBI-2510389'] | Probable ribonuclease ZC3H12C  | chain
ZC12D_HUMAN | ['Spleen', 'Brain cortex'] | ['Cytoplasm', 'Nucleus'] | ['EBI-307461', 'EBI-81279', 'EBI-447733', 'EBI-347161', 'EBI-2510389'] | Probable ribonuclease ZC3H12D  | chain
ZC21A_HUMAN | ['Eye', 'Cervix carcinoma', 'Cervix carcinoma'] | [] | ['EBI-307461', 'EBI-81279', 'EBI-447733', 'EBI-347161', 'EBI-2510389'] | Zinc finger C2HC  | chain
ZC21B_HUMAN | [] | [] | ['EBI-307461', 'EBI-81279', 'EBI-447733', 'EBI-347161', 'EBI-2510389'] | Zinc finger C2HC  | chain
ZC21C_HUMAN | ['Lung', 'Testis', 'Uterus'] | [] | ['EBI-307461', 'EBI-81279', 'EBI-447733', 'EBI-347161', 'EBI-2510389'] | Zinc finger C2HC  | chain
ZC3H1_HUMAN | ['Brain', 'Blood, Lymph', 'Thalamus', 'Embryonic kidney', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | [] | ['EBI-298355'] | Zinc finger C3H1  | initiator methionine
ZC3H3_HUMAN | ['Brain', 'Bone marrow', 'Cervix carcinoma', 'Cervix carcinoma'] | [] | ['EBI-298355'] | Zinc finger CCCH  | chain
ZC3H4_HUMAN | ['Brain', 'Uterus', 'Cervix carcinoma', 'Cervix carcinoma', 'Embryonic kidney', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | [] | ['EBI-298355'] | Zinc finger CCCH  | chain
ZC3H6_HUMAN | ['Brain', 'Fetal brain, Hippocampus'] | [] | ['EBI-298355'] | Zinc finger CCCH  | chain
ZC3H8_HUMAN | ['Skin', 'Embryonic kidney', 'Cervix carcinoma', 'Leukemic T-cell'] | ['Nucleus'] | ['EBI-298355'] | Zinc finger CCCH  | chain
ZC3HA_HUMAN | ['Muscle'] | [] | ['EBI-930964'] | Zinc finger CCCH  | chain
ZC3HD_HUMAN | ['Fetal brain', 'Testis', 'Brain', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Embryonic kidney', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | [] | ['EBI-1397509'] | Zinc finger CCCH  | chain
ZC3HE_HUMAN | ['Embryo, Testis, Thymus, Trachea', 'Esophageal carcinoma, Testis', 'Muscle, Skin, Testis', 'Neuroblastoma, Placenta', 'Renal cell carcinoma', 'Cervix carcinoma', 'Embryonic kidney', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Nucleus speckle', 'Cytoplasm'] | ['EBI-1397509'] | Zinc finger CCCH  | chain
ZC3HF_HUMAN | ['Aorta', 'Umbilical cord blood', 'Hypothalamus', 'Brain, Placenta', 'Muscle', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Cytoplasm', 'Nucleus'] | ['EBI-1397509'] | Zinc finger CCCH  | chain
ZC4H2_HUMAN | ['Hepatoma', 'Brain', 'Cerebellum, Neuroblastoma, Teratocarcinoma', 'Colon', 'Pancreas'] | ['Cytoplasm', 'Nucleus', 'Cell junction', 'Synapse', 'Postsynaptic cell membrane'] | ['EBI-1397509'] | Zinc finger C4H2  | chain
ZCC18_HUMAN | [] | [] | ['EBI-1397509'] | Putative zinc finger  | chain
ZCCHL_HUMAN | ['Brain, Testis', 'Ovarian carcinoma', 'Cervix carcinoma', 'Cervix carcinoma'] | [] | ['EBI-1397509'] | Zinc finger CCCH-type  | initiator methionine
ZCCHV_HUMAN | ['Fetal liver', 'Kidney, Ovarian carcinoma', 'Endometrium', 'Brain, Uterus', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Platelet', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Cytoplasm', 'Nucleus'] | ['EBI-995350'] | Zinc finger CCCH-type  | initiator methionine
ZCH10_HUMAN | ['Colon', 'Brain'] | [] | ['EBI-995350'] | Zinc finger CCHC  | chain
ZCH12_HUMAN | ['Cerebellum', 'Brain'] | [] | ['EBI-995350'] | Zinc finger CCHC  | chain
ZCH13_HUMAN | ['Testis'] | [] | ['EBI-995350'] | Zinc finger CCHC  | chain
ZCH14_HUMAN | ['Brain', 'Brain', 'Testis'] | [] | ['EBI-995350'] | Zinc finger CCHC  | chain
ZCH16_HUMAN | ['Kidney', 'Brain'] | [] | ['EBI-995350'] | Zinc finger CCHC  | chain
ZCH18_HUMAN | ['Brain', 'Cervix, Testis', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-995350'] | Zinc finger CCCH  | chain
ZCH23_HUMAN | ['Caudate nucleus'] | [] | ['EBI-995350'] | Zinc finger CCHC  | chain
